model,Scenario,Region,Variable,Unit,1,2000,2004,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2060,2070,2080,2090,2100
PRIMES,EU9,EU12,Emissions|CO2,Mt CO2/yr,,,,758.782169,769.5712882,794.5357268,718.8893142,650.5226699,606.8757575,454.0737358,312.2482473,157.3744969,99.94833794,,,,,
PRIMES,EU9,EU12,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,755.4815953,766.0829229,790.0832022,714.2657565,646.5551084,603.6656325,451.8282239,310.4948082,156.2015382,99.40311824,,,,,
PRIMES,EU9,EU12,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,164.6432787,154.8305249,163.690037,157.1558507,157.0208078,152.0948342,118.1499346,90.96070956,41.11562566,28.9554472,,,,,
PRIMES,EU9,EU12,Final Energy|Industry,EJ/yr,,,,2.174813032,2.139888868,2.334216544,2.270574201,2.242744041,2.201886066,2.030707231,1.902545264,1.702097242,1.541066052,,,,,
PRIMES,EU9,EU12,Value Added|Industry,billion €2010/yr,,,,133.8720893,155.0466112,186.5401408,212.0955514,233.3091941,247.0553918,262.3634148,273.7114642,283.6729031,292.0311293,,,,,
PRIMES,EU9,EU15,Emissions|CO2,Mt CO2/yr,,,,3492.25028,3199.500309,3168.204348,2658.29846,2342.397722,2130.294242,1746.569606,1348.458268,855.0305166,553.5423636,,,,,
PRIMES,EU9,EU15,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,3466.015312,3175.81086,3143.526917,2636.430095,2323.304457,2113.713842,1735.146592,1340.289635,850.0193981,551.3891027,,,,,
PRIMES,EU9,EU15,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,692.1839981,594.7764732,583.7802995,572.6100814,575.181774,572.451981,484.6632667,434.8993503,231.3970876,160.8486188,,,,,
PRIMES,EU9,EU15,Final Energy|Industry,EJ/yr,,,,11.48769826,10.87792293,11.18362847,11.02074248,11.02054423,11.08303403,10.69342484,10.42797615,9.858636468,9.324272579,,,,,
PRIMES,EU9,EU15,Value Added|Industry,billion €2010/yr,,,,1707.31732,1701.512412,1862.235957,2050.12377,2227.345139,2399.115022,2580.712944,2767.9684,2971.066953,3184.882845,,,,,
PRIMES,EU9,EU27,Emissions|CO2,Mt CO2/yr,,,,4251.032449,3969.071597,3962.740074,3377.187774,2992.920392,2737.169999,2200.643342,1660.706516,1012.405014,653.4907016,,,,,
PRIMES,EU9,EU27,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,4221.496908,3941.893783,3933.610119,3350.695852,2969.859565,2717.379475,2186.974816,1650.784444,1006.220936,650.7922209,,,,,
PRIMES,EU9,EU27,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,856.8272768,749.606998,747.4703365,729.7659322,732.2025818,724.5468151,602.8132012,525.8600598,272.5127133,189.804066,,,,,
PRIMES,EU9,EU27,Final Energy|Industry,EJ/yr,,,,13.66251129,13.01781179,13.51784501,13.29131669,13.26328828,13.28492009,12.72413207,12.33052142,11.56073371,10.86533863,,,,,
PRIMES,EU9,EU27,Value Added|Industry,billion €2010/yr,,,,1841.18941,1856.559023,2048.776098,2262.219321,2460.654333,2646.170413,2843.076358,3041.679864,3254.739856,3476.913974,,,,,
PRIMES,EU9,Estonia,Emissions|CO2,Mt CO2/yr,,,,15.5799662,19.036367,20.43614046,13.82333637,7.063577786,6.474838129,5.547544808,4.614938678,2.987945777,1.884993511,,,,,
PRIMES,EU9,Estonia,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,15.5799662,19.036367,20.43614046,13.82333637,7.063577786,6.474838129,5.547544808,4.614938678,2.987945777,1.884993511,,,,,
PRIMES,EU9,Estonia,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,1.372846894,1.592643331,2.032454056,2.222600995,2.411635254,2.687836908,2.406109298,2.083496462,1.013745888,0.362035583,,,,,
PRIMES,EU9,Estonia,Final Energy|Industry,EJ/yr,,,,0.027020724,0.029206217,0.035256152,0.036730676,0.038592211,0.040986373,0.040550514,0.039095804,0.037232779,0.035027258,,,,,
PRIMES,EU9,Estonia,Value Added|Industry,billion €2010/yr,,,,1.864937384,2.225435534,2.864424749,3.3070919,3.760905629,4.256773595,4.729614914,5.073889465,5.457041215,5.800603915,,,,,
PRIMES,EU9,Finland,Emissions|CO2,Mt CO2/yr,,,,57.9668105,58.98211028,53.42068718,46.33321075,42.53320868,44.09841957,37.60766178,28.5430609,21.60314326,15.83292071,,,,,
PRIMES,EU9,Finland,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,57.77732254,58.81639848,53.24812181,46.19278564,42.40847375,43.98029197,37.52934608,28.49043123,21.57160178,15.81980641,,,,,
PRIMES,EU9,Finland,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,15.4681613,11.1068244,13.42571548,12.19935223,12.5138652,15.52186996,13.17326157,10.80565578,9.077619856,6.1956526,,,,,
PRIMES,EU9,Finland,Final Energy|Industry,EJ/yr,,,,0.502385187,0.473564674,0.484294191,0.469981891,0.458879809,0.451718643,0.435395642,0.42229763,0.407319819,0.386544925,,,,,
PRIMES,EU9,Finland,Value Added|Industry,billion €2010/yr,,,,34.0954344,35.76987176,40.45046968,44.06709078,46.87192781,49.3170977,52.44311424,56.16828694,59.93577609,63.80600401,,,,,
PRIMES,EU9,France,Emissions|CO2,Mt CO2/yr,,,,406.6405889,366.218618,354.9660018,292.2657872,251.676029,235.1404724,189.285638,144.3426912,97.76560392,63.48323759,,,,,
PRIMES,EU9,France,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,399.7865846,359.8748272,348.4735431,286.6610217,247.0060897,231.1779122,186.652358,142.513431,96.64758134,62.99351633,,,,,
PRIMES,EU9,France,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,80.54129998,74.45149148,70.03093136,61.03574783,60.34776799,56.18056533,49.68198044,46.76018188,26.0014382,19.29985592,,,,,
PRIMES,EU9,France,Final Energy|Industry,EJ/yr,,,,1.423602712,1.38527683,1.401685526,1.373672418,1.367193193,1.372619515,1.357768546,1.351888924,1.296301255,1.23620548,,,,,
PRIMES,EU9,France,Value Added|Industry,billion €2010/yr,,,,221.7543523,221.3250901,239.6840766,261.9059698,285.7282246,310.4762112,337.6483835,368.9499614,399.4870909,437.1265852,,,,,
PRIMES,EU9,Germany,Emissions|CO2,Mt CO2/yr,,,,881.0990915,804.5143896,800.9790689,669.0578745,603.5817532,501.7289849,364.5023903,273.1057157,141.9943194,84.06259258,,,,,
PRIMES,EU9,Germany,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,881.0990878,804.5143863,800.9790654,669.0578718,603.5817508,501.7289828,364.5023889,273.1057147,141.9943189,84.06259239,,,,,
PRIMES,EU9,Germany,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,178.7073243,143.0371323,142.1958095,143.2253406,143.3596313,137.8361268,110.8809925,95.38627908,35.25259724,22.85322275,,,,,
PRIMES,EU9,Germany,Final Energy|Industry,EJ/yr,,,,2.330744267,2.175722171,2.237244574,2.16656463,2.114778808,2.056868742,1.936519072,1.832021721,1.655979453,1.502152338,,,,,
PRIMES,EU9,Germany,Value Added|Industry,billion €2010/yr,,,,501.507472,509.5909289,549.6532988,598.4546792,626.2712565,651.6060824,684.2681865,712.3523485,745.6942875,774.1323788,,,,,
PRIMES,EU9,Greece,Emissions|CO2,Mt CO2/yr,,,,104.0459632,96.16404806,96.60290255,81.11146605,62.29303866,57.98577293,50.16884524,43.369676,34.80926556,17.4583145,,,,,
PRIMES,EU9,Greece,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,103.7705603,95.88813616,96.31537502,80.84769869,62.05975964,57.78589989,50.03375731,43.27149753,34.74844546,17.43103534,,,,,
PRIMES,EU9,Greece,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,16.1903688,14.88818955,15.30673911,16.13822871,16.63468889,16.5660758,14.22071933,13.57300343,12.52797808,3.789840933,,,,,
PRIMES,EU9,Greece,Final Energy|Industry,EJ/yr,,,,0.173482854,0.168935863,0.174661044,0.176313515,0.175342006,0.175649802,0.166659508,0.161576284,0.15426865,0.147152367,,,,,
PRIMES,EU9,Greece,Value Added|Industry,billion €2010/yr,,,,19.37268957,20.63731928,23.19593157,26.3730986,28.55193784,30.64516901,32.38353268,34.48048965,36.56135868,38.90740869,,,,,
PRIMES,EU9,Hungary,Emissions|CO2,Mt CO2/yr,,,,58.73778286,56.56052575,61.29479177,54.77734122,48.67918461,44.87992447,33.74543568,24.69136882,14.31316486,9.2895481,,,,,
PRIMES,EU9,Hungary,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,58.29014179,56.01870457,60.68943958,54.16560769,48.1490245,44.43872889,33.42655618,24.44198954,14.14717775,9.214840575,,,,,
PRIMES,EU9,Hungary,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,9.5205609,9.300249241,9.294436307,8.277939564,8.221724495,8.013453962,6.900438526,6.191640316,2.560390237,1.624899552,,,,,
PRIMES,EU9,Hungary,Final Energy|Industry,EJ/yr,,,,0.143600365,0.142311837,0.148894516,0.140012078,0.1367087,0.133409859,0.126087973,0.118949582,0.107543497,0.095167043,,,,,
PRIMES,EU9,Hungary,Value Added|Industry,billion €2010/yr,,,,17.3585644,16.69422375,18.41596708,20.05052766,21.59405591,22.92396127,24.16722733,25.0986654,25.73301125,26.31700769,,,,,
PRIMES,EU9,Ireland,Emissions|CO2,Mt CO2/yr,,,,48.16265878,45.20059656,46.37961432,40.7216101,34.45982615,34.11564398,28.23109241,23.69248226,16.96022481,11.66474701,,,,,
PRIMES,EU9,Ireland,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,48.02701738,45.05644839,46.2300115,40.59388378,34.349735,34.01848078,28.16374749,23.6430068,16.93001999,11.65179624,,,,,
PRIMES,EU9,Ireland,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,7.485215815,5.013516006,5.205347556,5.165173601,5.391551344,5.400228086,4.507939466,4.444734308,2.750959597,2.15606749,,,,,
PRIMES,EU9,Ireland,Final Energy|Industry,EJ/yr,,,,0.103867832,0.093976752,0.103319212,0.106257002,0.110087482,0.113904449,0.111331176,0.112663227,0.109326462,0.10623933,,,,,
PRIMES,EU9,Ireland,Value Added|Industry,billion €2010/yr,,,,32.9552952,35.31449865,41.33663655,47.72595789,53.48167038,59.55147979,65.49107966,71.4164889,76.775821,82.99398658,,,,,
PRIMES,EU9,Italy,Emissions|CO2,Mt CO2/yr,,,,478.1143532,440.1583702,446.5150586,391.2823883,352.430469,321.5453629,274.7816138,189.7120923,120.9849685,76.58586671,,,,,
PRIMES,EU9,Italy,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,474.5163293,437.0030265,443.0843485,388.1953556,349.7215699,319.1896656,273.1340763,188.5346701,120.2457257,76.26436421,,,,,
PRIMES,EU9,Italy,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,101.7530773,88.37095548,84.76626918,87.12948948,87.86300143,90.41385401,70.90560578,61.10052207,31.80952862,22.37128957,,,,,
PRIMES,EU9,Italy,Final Energy|Industry,EJ/yr,,,,1.755338976,1.664790345,1.70086663,1.707880752,1.733323058,1.778110655,1.705358089,1.660728007,1.593418954,1.546371003,,,,,
PRIMES,EU9,Italy,Value Added|Industry,billion €2010/yr,,,,257.2306437,242.1612167,257.7240519,285.2850658,319.1714686,351.8914141,377.1649513,404.7339422,439.4043548,478.6891066,,,,,
PRIMES,EU9,Latvia,Emissions|CO2,Mt CO2/yr,,,,7.945936505,8.629561031,9.923261612,9.08718475,7.446362583,7.25549113,6.283420392,5.317285484,4.321887104,3.437383051,,,,,
PRIMES,EU9,Latvia,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,7.894367053,8.576618261,9.860788074,9.028552559,7.392893316,7.210165284,6.252090762,5.292462528,4.304922178,3.428875217,,,,,
PRIMES,EU9,Latvia,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,1.31971658,1.228850074,1.185360075,1.076859125,1.027172058,0.964715467,0.711684194,0.612180938,0.505284759,0.33808523,,,,,
PRIMES,EU9,Latvia,Final Energy|Industry,EJ/yr,,,,0.029538016,0.027688291,0.027324269,0.024987458,0.023818555,0.023837468,0.022260118,0.021449526,0.019925362,0.018307659,,,,,
PRIMES,EU9,Latvia,Value Added|Industry,billion €2010/yr,,,,1.611668346,1.504894381,1.65657089,1.736033132,1.793693852,1.914916809,1.972100584,2.06111512,2.124310416,2.149863789,,,,,
PRIMES,EU9,Lithuania,Emissions|CO2,Mt CO2/yr,,,,14.18279913,15.01825554,15.9904848,14.77138522,14.42384013,14.45091692,12.35281242,10.19231751,8.076234268,5.653526059,,,,,
PRIMES,EU9,Lithuania,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,14.06647997,14.89297957,15.85625842,14.6542679,14.31975712,14.3629015,12.29417636,10.14931978,8.049534112,5.641709621,,,,,
PRIMES,EU9,Lithuania,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,2.945425442,2.696421931,2.953323091,2.96152093,3.037123253,2.948214032,2.495650173,2.40541349,2.240900112,2.164614263,,,,,
PRIMES,EU9,Lithuania,Final Energy|Industry,EJ/yr,,,,0.041650838,0.040705224,0.04463358,0.042434566,0.042200512,0.042480258,0.039021482,0.036869979,0.0330681,0.029181278,,,,,
PRIMES,EU9,Lithuania,Value Added|Industry,billion €2010/yr,,,,4.238231093,4.720709259,5.785027996,6.560637153,6.974560719,7.238391218,7.391706867,7.531576746,7.574074203,7.550004811,,,,,
PRIMES,EU9,Luxembourg,Emissions|CO2,Mt CO2/yr,,,,13.19894233,12.96434471,13.56901262,12.35656662,11.46771285,11.06620137,9.196115324,7.658927537,5.92427908,4.635709831,,,,,
PRIMES,EU9,Luxembourg,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,13.17966233,12.93893917,13.53293737,12.31445012,11.43363787,11.0388857,9.174005422,7.638596742,5.909311686,4.62828935,,,,,
PRIMES,EU9,Luxembourg,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,2.274235792,2.003955132,2.187987057,2.129884584,2.072516788,2.024406865,1.742455538,1.590971385,1.38405164,1.189553229,,,,,
PRIMES,EU9,Luxembourg,Final Energy|Industry,EJ/yr,,,,0.039258076,0.037533393,0.042009324,0.041616794,0.042110277,0.042814025,0.040475355,0.038900715,0.036013585,0.033702213,,,,,
PRIMES,EU9,Luxembourg,Value Added|Industry,billion €2010/yr,,,,2.742165736,2.84936547,3.457463162,3.932384433,4.320184839,4.675194858,5.093457327,5.528049585,6.019700435,6.575681696,,,,,
PRIMES,EU9,Netherlands,Emissions|CO2,Mt CO2/yr,,,,180.7217073,175.1339401,175.7714131,150.5983874,123.0836296,110.9574502,93.82614021,71.16209555,44.12335117,29.82878486,,,,,
PRIMES,EU9,Netherlands,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,179.0470191,173.9415212,174.6076911,149.6428964,122.2186874,110.20187,93.30764799,70.79547704,43.90367009,29.7392766,,,,,
PRIMES,EU9,Netherlands,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,32.31755621,28.53755357,28.23542293,25.48569781,23.74330936,21.28136437,17.46351631,15.21403207,7.358835136,4.893427025,,,,,
PRIMES,EU9,Netherlands,Final Energy|Industry,EJ/yr,,,,0.625089305,0.603858106,0.606994369,0.560965849,0.536174302,0.518506423,0.485307209,0.465680678,0.420033821,0.390238682,,,,,
PRIMES,EU9,Netherlands,Value Added|Industry,billion €2010/yr,,,,68.084324,68.77922779,73.07108464,76.39958621,79.69126598,82.72770095,86.32368472,91.15052661,95.79624477,101.9463482,,,,,
PRIMES,EU9,Poland,Emissions|CO2,Mt CO2/yr,,,,308.0402856,323.3612156,343.6048929,306.1487014,284.7667633,268.6068573,180.2313314,115.8652985,43.88853409,26.47610265,,,,,
PRIMES,EU9,Poland,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,306.6810463,322.0999749,342.1605397,304.6674027,283.5081194,267.5880253,179.5205646,115.315118,43.51052857,26.30715852,,,,,
PRIMES,EU9,Poland,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,48.91304717,51.87387612,54.84510672,50.74890352,50.16833418,49.30280006,37.45445039,30.92694095,11.0349866,7.382841813,,,,,
PRIMES,EU9,Poland,Final Energy|Industry,EJ/yr,,,,0.689256412,0.730976277,0.792260135,0.7546628,0.737344331,0.723607708,0.658101201,0.601774007,0.534397275,0.485663812,,,,,
PRIMES,EU9,Poland,Value Added|Industry,billion €2010/yr,,,,44.36042928,56.25610032,68.07373586,76.10134174,83.53307375,87.1993127,92.5706319,93.63360121,95.06789339,95.5006929,,,,,
PRIMES,EU9,Portugal,Emissions|CO2,Mt CO2/yr,,,,69.59081863,58.46740078,55.22363801,47.78756437,39.47938411,37.933728,32.33206549,28.08906654,18.76867924,11.85682815,,,,,
PRIMES,EU9,Portugal,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,68.17072785,57.33941905,54.17863087,46.8599204,38.6624823,37.23307126,31.8514382,27.73046735,18.54470225,11.75789553,,,,,
PRIMES,EU9,Portugal,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,13.46776511,11.28839887,10.23209237,9.662721006,9.666871028,9.739811725,8.716295402,8.479988903,3.218375036,2.366560425,,,,,
PRIMES,EU9,Portugal,Final Energy|Industry,EJ/yr,,,,0.238201227,0.214282145,0.205134643,0.194856666,0.197655832,0.204465608,0.200670894,0.202954107,0.196684195,0.186177703,,,,,
PRIMES,EU9,Portugal,Value Added|Industry,billion €2010/yr,,,,20.87542152,19.37308395,20.3490583,21.89715115,24.03627722,26.46761322,28.94224747,32.17023756,34.92029506,37.2535924,,,,,
PRIMES,EU9,Romania,Emissions|CO2,Mt CO2/yr,,,,106.551247,96.30033889,100.2243298,96.79464856,89.40635142,84.83943477,69.37493216,39.21920863,26.50079846,16.34774019,,,,,
PRIMES,EU9,Romania,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,106.1926112,96.00717618,99.93970489,96.52759809,89.16231224,84.63687461,69.23309426,39.09855484,26.41863967,16.30641501,,,,,
PRIMES,EU9,Romania,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,37.37330788,31.4974037,32.14295481,31.61388077,31.93090196,29.99343828,22.32964997,10.97332743,6.529546194,4.431498505,,,,,
PRIMES,EU9,Romania,Final Energy|Industry,EJ/yr,,,,0.414679993,0.378462186,0.39900516,0.396571428,0.403001693,0.390629626,0.361669132,0.342915258,0.301966044,0.27045809,,,,,
PRIMES,EU9,Romania,Value Added|Industry,billion €2010/yr,,,,17.82235768,18.642791,22.76931511,27.42091531,31.89136494,34.87676517,38.0939093,42.48751112,46.23393837,49.75090984,,,,,
PRIMES,EU9,Slovakia,Emissions|CO2,Mt CO2/yr,,,,40.62884847,38.77382254,43.69474811,40.21508602,38.7061083,36.00301647,28.91241159,20.89167879,12.0223043,6.474239922,,,,,
PRIMES,EU9,Slovakia,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,40.48303044,38.5650596,43.05614556,39.33658776,37.97843871,35.42694314,28.51316896,20.57898428,11.8184777,6.376777388,,,,,
PRIMES,EU9,Slovakia,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,14.20774657,12.84868837,14.37750362,13.9986413,13.79153504,12.88808529,9.66513621,8.593377776,3.293148411,2.111512441,,,,,
PRIMES,EU9,Slovakia,Final Energy|Industry,EJ/yr,,,,0.187140201,0.170119396,0.194637672,0.187301948,0.179271536,0.172173353,0.15355279,0.141533193,0.121448767,0.10471343,,,,,
PRIMES,EU9,Slovakia,Value Added|Industry,billion €2010/yr,,,,8.517761126,10.78211858,14.41855043,17.31285977,18.91215765,19.62793466,20.21101112,20.46789408,20.42800478,20.45567858,,,,,
PRIMES,EU9,Slovenia,Emissions|CO2,Mt CO2/yr,,,,16.40252587,16.90428501,18.25952304,16.06364937,14.24214796,13.01252612,9.406640876,7.313654311,4.750401197,3.464578299,,,,,
PRIMES,EU9,Slovenia,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,16.23889496,16.74556673,18.07814069,15.89961187,14.09052281,12.87971075,9.31912934,7.257376052,4.719523817,3.453039622,,,,,
PRIMES,EU9,Slovenia,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,3.273726741,3.170347384,3.309193425,3.276754865,2.804307267,2.589287929,2.208223431,1.941590648,0.665797763,0.54134991,,,,,
PRIMES,EU9,Slovenia,Final Energy|Industry,EJ/yr,,,,0.069361678,0.066989991,0.076943803,0.07848001,0.073863095,0.069687113,0.064708036,0.060206391,0.056886883,0.049854912,,,,,
PRIMES,EU9,Slovenia,Value Added|Industry,billion €2010/yr,,,,6.608163014,7.544034837,8.812013262,9.954429565,10.48318597,10.59293235,10.88139598,11.00877022,11.16282219,11.34630547,,,,,
PRIMES,EU9,Spain,Emissions|CO2,Mt CO2/yr,,,,367.2049488,320.0201415,331.4663534,297.320527,277.7018687,255.3377814,225.6576712,192.5588991,129.4908939,86.35017356,,,,,
PRIMES,EU9,Spain,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,363.5908,316.4601142,327.4596352,293.5916382,274.2400237,252.3380575,223.5445246,191.0138357,128.5359806,85.93575808,,,,,
PRIMES,EU9,Spain,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,82.17769751,73.21569441,73.64353101,77.21041752,80.93182019,84.30685194,78.26130674,73.09416368,43.47429773,33.46766698,,,,,
PRIMES,EU9,Spain,Final Energy|Industry,EJ/yr,,,,1.302081714,1.287692399,1.394189053,1.47965624,1.590376235,1.677651873,1.688394258,1.690972464,1.631017119,1.571461827,,,,,
PRIMES,EU9,Spain,Value Added|Industry,billion €2010/yr,,,,139.3023832,142.6717826,167.0988035,199.4640234,234.5398173,263.6454575,294.561549,320.5909475,346.7635472,372.5070201,,,,,
PRIMES,EU9,Sweden,Emissions|CO2,Mt CO2/yr,,,,54.2451206,48.51877822,48.2281137,40.62059344,37.02020456,35.20740707,28.94186688,23.74778335,18.78233645,14.05509445,,,,,
PRIMES,EU9,Sweden,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,53.31640081,47.68776439,47.2942332,39.80214318,36.3293136,34.59875767,28.54274106,23.47290131,18.62069327,13.9892005,,,,,
PRIMES,EU9,Sweden,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,17.0729081,12.81410092,12.82255549,11.64306064,12.17671077,11.922493,9.815148954,8.511513002,7.130244273,5.983110764,,,,,
PRIMES,EU9,Sweden,Final Energy|Industry,EJ/yr,,,,0.506497892,0.449488806,0.43478447,0.408813303,0.398468037,0.399593334,0.382125999,0.373839028,0.359253495,0.342523828,,,,,
PRIMES,EU9,Sweden,Value Added|Industry,billion €2010/yr,,,,55.7709451,57.06165001,66.03283531,73.08360377,79.94009138,87.47123773,95.51490462,104.3600715,114.4326249,125.1974151,,,,,
PRIMES,EU9,UK,Emissions|CO2,Mt CO2/yr,,,,579.4909518,539.8149709,511.8726984,387.9281231,316.3980615,305.6565465,261.7642764,205.766769,135.1884313,93.5751526,,,,,
